Execution and Count Analysis for Batch ID: 76,
Asset Classes in this batch,
IR
FX
Clients in the Batch
VPC019BKA
TST045BKA
CLR001BKA
GSAM001BKA
NAB
VPC064BKC
TST013BKD
LCH002BKA
CN5BKA
W7T008BKA
TST013BKE
RVC043BKA
CLR002BKA
0912BKA
POLSRPBKA
W7T006BKA
TST013BKB
VPC064SSA
SWROBOT01BKA
VPC109BKA
TST003BKA
BATTSTBKA
SENICEBA
0910BKA
VPC064BKA
POLSRPBKB
VPC019BKC
POLSPRSSA
POLSPRBKB
SENICEEUA
CN3BKA
0912BKB
VPC064BKB
VPC110BKA
POLSPRBKA
POLSKSBKA
Analyzing Data for :VPC019BKA,
ASSET_CLASS_ID,CONTRIBUTOR_IDENTIFIER,INSTRUMENT_TYPE,INSTRUMENT_SUB_TYPE,NOTIONAL_CCY_CODE,TOTAL_COUNT,VALIDATION_CODES,ERROR_TRANSACTIONS
IR,VPC019BKA,irsSwaption,fixedFloat,USD,3,,0
IR,VPC019BKA,inflationSwap,fixedFloat,USD,1,,0
IR,VPC019BKA,inflationSwap,fixedFloat,AUD,5,,0
IR,VPC019BKA,irs,basisSwap,CAD,1,,0
IR,VPC019BKA,irForward,fra,GBP,1,,0
IR,VPC019BKA,irs,basisSwap,USD,2,EIR20,2
IR,VPC019BKA,irs,fixedFloat,USD,7,,0
Analyzing Data for :TST045BKA,
ASSET_CLASS_ID,CONTRIBUTOR_IDENTIFIER,INSTRUMENT_TYPE,INSTRUMENT_SUB_TYPE,NOTIONAL_CCY_CODE,TOTAL_COUNT,VALIDATION_CODES,ERROR_TRANSACTIONS
IR,TST045BKA,irs,fixedFloat,AUD,4,,0
Analyzing Data for :CLR001BKA,
ASSET_CLASS_ID,CONTRIBUTOR_IDENTIFIER,INSTRUMENT_TYPE,INSTRUMENT_SUB_TYPE,NOTIONAL_CCY_CODE,TOTAL_COUNT,VALIDATION_CODES,ERROR_TRANSACTIONS
IR,CLR001BKA,irs,basisSwap,USD,1,,0
IR,CLR001BKA,irs,fixedFloat,USD,1,,0
IR,CLR001BKA,irs,fixedFloat,USD,3,WCOM102,3
Analyzing Data for :GSAM001BKA,
ASSET_CLASS_ID,CONTRIBUTOR_IDENTIFIER,INSTRUMENT_TYPE,INSTRUMENT_SUB_TYPE,NOTIONAL_CCY_CODE,TOTAL_COUNT,VALIDATION_CODES,ERROR_TRANSACTIONS
IR,GSAM001BKA,irForward,fra,AUD,3,,0
IR,GSAM001BKA,irsSwaption,fixedFloat,AUD,3,,0
IR,GSAM001BKA,irs,ois,AUD,3,,0
Analyzing Data for :NAB,
ASSET_CLASS_ID,CONTRIBUTOR_IDENTIFIER,INSTRUMENT_TYPE,INSTRUMENT_SUB_TYPE,NOTIONAL_CCY_CODE,TOTAL_COUNT,VALIDATION_CODES,ERROR_TRANSACTIONS
FX,NAB,fxExotic,quanto,VND,1,WCOM51;WCOM53;WFX04;ECOM42;EFX50;RCOM100,1
FX,NAB,fxFuture,,GBP,1,WCOM51;WCOM53;WFX20;WFX04;ECOM101;EFX50;RCOM100,1
FX,NAB,fxForVolAgreement,,GBP,1,WCOM51;WCOM53;WFX20;WFX04;RCOM100,1
